           1      1.3899      1.3899           0
           2     1.38801     1.38895 0.000670485
           3     1.38814     1.38868 0.000499286
           4      1.3909     1.38924  0.00060905
           5     1.38988     1.38936 0.000500801
           6     1.38858     1.38923 0.000434295
           7     1.38962     1.38929 0.000375772
           8     1.38985     1.38936 0.000335308
           9     1.38804     1.38921 0.000328541
          10     1.38973     1.38926 0.000299692
          11     1.38865     1.38921 0.000277544
          12     1.38861     1.38916  0.00025889
          13     1.38867     1.38912 0.000241674
          14       1.388     1.38904 0.000237387
          15     1.38964     1.38908 0.000224944
          16     1.38924     1.38909 0.000211103
          17     1.39146     1.38923 0.000240433
          18     1.38877      1.3892 0.000228424
          19     1.38886     1.38919 0.000217134
          20     1.38892     1.38917 0.000206698
          21     1.38912     1.38917 0.000196868
          22     1.38785     1.38911 0.000196803
          23     1.38946     1.38913 0.000188816
          24     1.38937     1.38914 0.000181227
          25     1.38939     1.38915 0.000174252
