           1    -0.41345    -0.41345           0
           2   -0.415346   -0.414398 0.000670485
           3   -0.415215    -0.41467 0.000499286
           4   -0.412452   -0.414116  0.00060905
           5   -0.413469   -0.413986 0.000500801
           6   -0.414776   -0.414118 0.000434295
           7    -0.41373   -0.414063 0.000375772
           8     -0.4135   -0.413992 0.000335308
           9   -0.415312   -0.414139 0.000328541
          10   -0.413624   -0.414087 0.000299692
          11   -0.414698   -0.414143 0.000277544
          12   -0.414744   -0.414193  0.00025889
          13    -0.41468   -0.414231 0.000241674
          14   -0.415355   -0.414311 0.000237387
          15   -0.413707   -0.414271 0.000224944
          16   -0.414112   -0.414261 0.000211103
          17   -0.411888   -0.414121 0.000240433
          18    -0.41458   -0.414147 0.000228424
          19   -0.414494   -0.414165 0.000217134
          20   -0.414435   -0.414179 0.000206698
          21   -0.414227   -0.414181 0.000196868
          22   -0.415497   -0.414241 0.000196803
          23   -0.413896   -0.414226 0.000188816
          24    -0.41398   -0.414215 0.000181227
          25   -0.413966   -0.414205 0.000174252
