           1    0.058661    0.058661           0
           2   0.0586609   0.0586609 4.14595e-08
           3   0.0586601   0.0586606 2.20605e-07
           4   0.0586612   0.0586608  2.0459e-07
           5   0.0586605   0.0586607 1.71948e-07
           6   0.0586617   0.0586609 2.09021e-07
           7   0.0586611   0.0586609 1.80373e-07
           8   0.0586606   0.0586609 1.61316e-07
           9   0.0586593   0.0586607 2.21573e-07
          10   0.0586613   0.0586608 2.08512e-07
          11    0.058661   0.0586608 1.90256e-07
          12    0.058661   0.0586608 1.74918e-07
          13     0.05866   0.0586607 1.71059e-07
          14   0.0586608   0.0586607 1.58987e-07
          15   0.0586606   0.0586607  1.4859e-07
          16   0.0586611   0.0586608  1.4146e-07
          17   0.0586615   0.0586608 1.40233e-07
          18   0.0586601   0.0586608 1.37291e-07
          19   0.0586608   0.0586608 1.30083e-07
          20    0.058661   0.0586608 1.24164e-07
          21   0.0586605   0.0586608  1.1916e-07
          22   0.0586604   0.0586608 1.15003e-07
          23   0.0586612   0.0586608 1.11347e-07
          24   0.0586597   0.0586607  1.1582e-07
          25   0.0586605   0.0586607 1.11414e-07
