           1   -0.414544   -0.414544           0
           2   -0.478503   -0.446523   0.0226128
           3   -0.432614   -0.441887   0.0155433
           4   -0.404273   -0.432483   0.0142203
           5    -0.35535   -0.417057    0.017883
           6   -0.358752   -0.407339   0.0173429
           7   -0.426499   -0.410076   0.0150798
           8   -0.395638   -0.408272   0.0133024
           9     -0.4371   -0.411475   0.0122039
          10   -0.440589   -0.414386   0.0113255
          11   -0.394924   -0.412617   0.0104332
          12   -0.362713   -0.408458   0.0103595
          13   -0.386512    -0.40677  0.00969914
          14   -0.388703    -0.40548   0.0090918
          15   -0.416806   -0.406235  0.00851698
          16    -0.40056    -0.40588  0.00799205
          17   -0.351452   -0.402678  0.00813798
          18    -0.35662    -0.40012  0.00807814
          19   -0.410136   -0.400647  0.00767016
          20   -0.429445   -0.402087  0.00742058
