           1     1.09911     1.09911           0
           2     1.07553     1.08732  0.00833453
           3     1.10628     1.09364  0.00758219
           4     1.09826     1.09479  0.00577387
           5     1.09665     1.09517  0.00463097
           6     1.07645     1.09205  0.00479621
           7     1.10252     1.09354  0.00433802
           8     1.10171     1.09456    0.003914
           9     1.07636     1.09254  0.00396727
          10     1.10587     1.09387  0.00378796
          11     1.08045     1.09265  0.00363487
          12     1.12217     1.09511  0.00408012
          13     1.10241     1.09567  0.00380473
          14     1.11855     1.09731  0.00386794
          15     1.12279     1.09901  0.00396554
          16     1.08611      1.0982  0.00379878
          17      1.0893     1.09768  0.00361125
          18     1.10434     1.09805  0.00342954
          19     1.09753     1.09802  0.00324914
          20     1.08076     1.09716  0.00319926
