           1    -6.65825    -6.65825           0
           2    -6.66262    -6.66043  0.00154198
           3    -6.66833    -6.66307  0.00238322
           4    -6.65969    -6.66222  0.00193098
           5    -6.65947    -6.66167  0.00162152
           6    -6.65791    -6.66105  0.00146773
           7    -6.65474    -6.66014  0.00150941
           8    -6.66595    -6.66087   0.0014852
           9    -6.66016    -6.66079   0.0013223
          10    -6.66363    -6.66108  0.00122025
          11    -6.66545    -6.66147  0.00117244
          12    -6.66084    -6.66142  0.00107593
          13    -6.66225    -6.66148 0.000995035
          14    -6.65598    -6.66109 0.000998687
          15    -6.66061    -6.66106 0.000932631
          16    -6.65761    -6.66084 0.000898848
          17    -6.65934    -6.66075 0.000850335
          18    -6.66197    -6.66082 0.000805759
          19    -6.65743    -6.66064 0.000782839
          20    -6.66769      -6.661 0.000819192
