           1     1.19757     1.19757           0
           2     1.20082     1.19919  0.00115045
           3     1.20713     1.20184  0.00229314
           4     1.19845     1.20099  0.00186962
           5     1.19848     1.20049  0.00156211
           6     1.19655     1.19983  0.00143338
           7     1.19515     1.19916  0.00137612
           8     1.20498     1.19989  0.00138282
           9       1.199     1.19979  0.00123274
          10     1.20267     1.20008  0.00114258
          11     1.20449     1.20048  0.00110683
          12     1.19885     1.20034  0.00102292
          13     1.20168     1.20045 0.000949345
          14     1.19585     1.20012 0.000936623
          15     1.19942     1.20007 0.000875321
          16     1.19643     1.19984 0.000849724
          17     1.19843     1.19976 0.000803788
          18     1.20083     1.19982 0.000761331
          19     1.19653     1.19965 0.000740687
          20     1.20625     1.19998 0.000773744
