           1     1.20953     1.20953           0
           2     1.25217     1.23085    0.015074
           3     1.22154     1.22775    0.010364
           4      1.2027     1.22149  0.00947765
           5     1.17008     1.21121   0.0119181
           6      1.1723     1.20472    0.011562
           7     1.21752     1.20655   0.0100538
           8     1.19703     1.20536  0.00886728
           9     1.22453     1.20749   0.0081338
          10     1.22688     1.20943  0.00754792
          11     1.19643     1.20825  0.00695363
          12     1.17496     1.20547  0.00690542
          13     1.19084     1.20435  0.00646526
          14     1.19236     1.20349  0.00605992
          15     1.21105     1.20399  0.00567686
          16      1.2002     1.20376  0.00532701
          17     1.16751     1.20163  0.00542356
          18     1.17089     1.19992  0.00538439
          19     1.20657     1.20027  0.00511237
          20     1.21942     1.20122   0.0049456
