           1      1.8143      1.8143           0
           2     1.87825     1.84628   0.0226111
           3     1.83231     1.84162    0.015546
           4     1.80405     1.83223   0.0142165
           5     1.75512     1.81681   0.0178771
           6     1.75845     1.80708    0.017343
           7     1.82628     1.80982   0.0150808
           8     1.79554     1.80804   0.0133009
           9     1.83679     1.81123   0.0122007
          10     1.84031     1.81414   0.0113219
          11     1.79464     1.81237   0.0104304
          12     1.76243     1.80821   0.0103581
          13     1.78627     1.80652  0.00969789
          14     1.78853     1.80524  0.00908988
          15     1.81658     1.80599  0.00851528
          16      1.8003     1.80564  0.00799052
          17     1.75127     1.80244  0.00813534
          18     1.75633     1.79988  0.00807659
          19     1.80985      1.8004  0.00766855
          20     1.82913     1.80184  0.00741841
