           1     1.39976     1.39976           0
           2     1.39975     1.39975 1.76237e-06
           3      1.3997     1.39973 1.59228e-05
           4     1.39978     1.39975 1.53449e-05
           5     1.39977     1.39975 1.32906e-05
           6      1.3997     1.39974 1.38827e-05
           7     1.39978     1.39975 1.30727e-05
           8      1.3999     1.39977 2.14896e-05
           9     1.39969     1.39976 2.06553e-05
          10     1.39972     1.39976 1.88855e-05
          11     1.39972     1.39975 1.74506e-05
          12     1.39972     1.39975 1.61985e-05
          13     1.39975     1.39975  1.4956e-05
          14     1.39983     1.39976 1.49657e-05
          15     1.39977     1.39976   1.401e-05
          16     1.39974     1.39976 1.31958e-05
          17     1.39982     1.39976 1.28887e-05
          18     1.39971     1.39976 1.24624e-05
          19     1.39972     1.39975 1.19936e-05
          20     1.39968     1.39975 1.19373e-05
