2.0  1.35788  0.00226751
1.9  1.50441  0.00210438
1.8  1.69055  0.00315611
1.7  1.91295  0.00416845
1.6  2.17888  0.00517251
1.5  2.5305  0.00501007
1.4  2.98357  0.00748372
1.3  3.57876  0.00974738
1.2  4.39911   0.0134065
1.1  5.6275    0.021128
1.0  7.3488   0.0330667
0.9  10.2067   0.0517837
0.8  15.3231   0.0567503
0.7  24.5769    0.175191
0.6  44.3434    0.332819
0.5  78.6937    0.374045
